tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
HH6-5a	HH6-5a_LP-DIR-T	HH6-5		pdf	340.5	64.7	1	8	100	1.7	4.2	548	273	K		hargrave 2024-04-21 17:23:15	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH6
HH6-5a	HH6-5a_LP-DIR-T	HH6-5		pdf	340.5	64.7	1	8	0	1.7	4.2	548	273	K		hargrave 2024-04-21 17:23:15	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH6
HH6-5a	HH6-5a_LP-DIR-T	HH6-5		pdf	169.4	61.4	1	8	-1	1.7	4.2	548	273	K		hargrave 2024-04-21 17:23:15	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH6
HH6-5a		HH6-5																	This study	LP-NOMAG				Grenville orogen	HH6
HH6-6a		HH6-6																	This study	LP-NOMAG				Grenville orogen	HH6
HH6-6a	HH6-6a_LP-DIR-T	HH6-6		pdf	352.5	49.5	1	5	100	19.7	2.7	473	273	K		hargrave 2023-11-25 09:29:41	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH6
HH6-6a	HH6-6a_LP-DIR-T	HH6-6		pdf	352.5	49.5	1	5	0	19.7	2.7	473	273	K		hargrave 2023-11-25 09:29:41	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH6
HH6-6a	HH6-6a_LP-DIR-T	HH6-6		pdf	176.3	63.5	1	5	-1	19.7	2.7	473	273	K		hargrave 2023-11-25 09:29:41	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH6
HH6-7a		HH6-7																	This study	LP-NOMAG				Grenville orogen	HH6
HH6-7a	HH6-7a_LP-DIR-T	HH6-7		pdf	16.1	72.0	1	4	-1	15.4	2.5	423	273	K		hargrave 2023-11-25 09:30:52	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH6
HH6-7a	HH6-7a_LP-DIR-T	HH6-7		pdf	10.7	29.6	1	4	100	15.4	2.5	423	273	K		hargrave 2023-11-25 09:30:52	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH6
HH6-7a	HH6-7a_LP-DIR-T	HH6-7		pdf	10.7	29.6	1	4	0	15.4	2.5	423	273	K		hargrave 2023-11-25 09:30:52	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH6
HH6-8a	HH6-8a_LP-DIR-T	HH6-8		pdf	348.6	39.1	1	5	0	10.8	4.9	473	273	K		hargrave 2023-11-13 17:24:39	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH6
HH6-8a	HH6-8a_LP-DIR-T	HH6-8		pdf	15.7	82.9	1	5	-1	10.8	4.9	473	273	K		hargrave 2023-11-13 17:24:39	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH6
HH6-8a		HH6-8																	This study	LP-NOMAG				Grenville orogen	HH6
HH6-8a	HH6-8a_LP-DIR-T	HH6-8		pdf	348.6	39.1	1	5	100	10.8	4.9	473	273	K		hargrave 2023-11-13 17:24:39	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH6
HH6-9a	HH6-9a_LP-DIR-T	HH6-9		pdf	186.7	55.0	1	4	-1	52.8	1.3	423	273	K		hargrave 2024-04-21 17:24:40	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH6
HH6-9a		HH6-9																	This study	LP-NOMAG				Grenville orogen	HH6
HH6-9a	HH6-9a_LP-DIR-T	HH6-9		pdf	350.1	57.6	1	4	0	52.8	1.3	423	273	K		hargrave 2024-04-21 17:24:40	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH6
HH6-9a	HH6-9a_LP-DIR-T	HH6-9		pdf	350.1	57.6	1	4	100	52.8	1.3	423	273	K		hargrave 2024-04-21 17:24:40	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH6
HH7-1a	HH7-1a_LP-DIR-T	HH7-1		py	88.3	54.6	1	10	100	23.5	24.9	633	473	K		hargrave 2023-11-25 09:37:02	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH7
HH7-1a		HH7-1																	This study	LP-NOMAG				Grenville orogen	HH7
HH7-1a	HH7-1a_LP-DIR-T	HH7-1		py	225.9	36.2	1	10	-1	23.5	24.9	633	473	K		hargrave 2023-11-25 09:37:02	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH7
HH7-1a	HH7-1a_LP-DIR-T	HH7-1		py	88.3	54.6	1	10	0	23.5	24.9	633	473	K		hargrave 2023-11-25 09:37:02	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH7
HH7-2a	HH7-2a_LP-DIR-T	HH7-2		py	138.0	58.1	1	9	0	16.0	21.0	643	523	K		hargrave 2023-11-25 09:39:25	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH7
HH7-2a	HH7-2a_LP-DIR-T	HH7-2		py	219.9	35.0	1	9	-1	16.0	21.0	643	523	K		hargrave 2023-11-25 09:39:25	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH7
HH7-2a	HH7-2a_LP-DIR-T	HH7-2		py	138.0	58.1	1	9	100	16.0	21.0	643	523	K		hargrave 2023-11-25 09:39:25	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH7
HH7-2a		HH7-2																	This study	LP-NOMAG				Grenville orogen	HH7
HH7-3a		HH7-3																	This study	LP-NOMAG				Grenville orogen	HH7
HH7-4a		HH7-4																	This study	LP-NOMAG				Grenville orogen	HH7
HH8-1a		HH8-1																	This study	LP-NOMAG				Grenville orogen	HH8
HH8-2a		HH8-2																	This study	LP-NOMAG				Grenville orogen	HH8
HH8-3a		HH8-3																	This study	LP-NOMAG				Grenville orogen	HH8
HH8-4a		HH8-4																	This study	LP-NOMAG				Grenville orogen	HH8
HH9-1a	HH9-1a_LP-DIR-T	HH9-1		lt	132.2	-4.8	1	8	-1	38.2	18.7	633	523	K		hargrave 2023-11-13 17:55:17	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH9
HH9-1a	HH9-1a_LP-DIR-T	HH9-1		lt	212.1	33.9	1	8	0	38.2	18.7	633	523	K		hargrave 2023-11-13 17:55:17	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH9
HH9-1a		HH9-1																	This study	LP-NOMAG				Grenville orogen	HH9
HH9-1a	HH9-1a_LP-DIR-T	HH9-1		lt	212.1	33.9	1	8	100	38.2	18.7	633	523	K		hargrave 2023-11-13 17:55:17	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH9
HH9-2a	HH9-2a_LP-DIR-T	HH9-2		lt	182.3	13.2	1	5	100	41.5	5.2	473	273	K		hargrave 2023-11-13 17:57:00	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH9
HH9-2a	HH9-2a_LP-DIR-T	HH9-2		lt	182.3	13.2	1	5	0	41.5	5.2	473	273	K		hargrave 2023-11-13 17:57:00	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH9
HH9-2a	HH9-2a_LP-DIR-T	HH9-2		lt	110.3	43.4	1	5	-1	41.5	5.2	473	273	K		hargrave 2023-11-13 17:57:00	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH9
HH9-2a		HH9-2																	This study	LP-NOMAG				Grenville orogen	HH9
HH9-3a		HH9-3																	This study	LP-NOMAG				Grenville orogen	HH9
HH9-3a	HH9-3a_LP-DIR-T	HH9-3		lt	248.7	13.7	1	4	0	70.1	6.2	548	473	K		hargrave 2023-11-13 17:58:45	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH9
HH9-3a	HH9-3a_LP-DIR-T	HH9-3		lt	112.7	-15.6	1	4	-1	70.1	6.2	548	473	K		hargrave 2023-11-13 17:58:45	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH9
HH9-3a	HH9-3a_LP-DIR-T	HH9-3		lt	248.7	13.7	1	4	100	70.1	6.2	548	473	K		hargrave 2023-11-13 17:58:45	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH9
HH9-4a	HH9-4a_LP-DIR-T	HH9-4		lt	66.1	46.8	1	6	-1	7.8	11.6	548	373	K		hargrave 2023-11-25 09:47:47	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH9
HH9-4a	HH9-4a_LP-DIR-T	HH9-4		lt	166.2	21.6	1	6	0	7.8	11.6	548	373	K		hargrave 2023-11-25 09:47:47	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH9
HH9-4a	HH9-4a_LP-DIR-T	HH9-4		lt	166.2	21.6	1	6	100	7.8	11.6	548	373	K		hargrave 2023-11-25 09:47:47	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH9
HH9-4a		HH9-4																	This study	LP-NOMAG				Grenville orogen	HH9
HH9-5a	HH9-5a_LP-DIR-T	HH9-5		lt	135.0	4.1	1	5	-1	15.2	15.5	593	498	K		hargrave 2023-11-13 18:02:02	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH9
HH9-5a	HH9-5a_LP-DIR-T	HH9-5		lt	236.1	44.5	1	5	0	15.2	15.5	593	498	K		hargrave 2023-11-13 18:02:02	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH9
HH9-5a	HH9-5a_LP-DIR-T	HH9-5		lt	236.1	44.5	1	5	100	15.2	15.5	593	498	K		hargrave 2023-11-13 18:02:02	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH9
HH9-5a		HH9-5																	This study	LP-NOMAG				Grenville orogen	HH9
HH9-6a	HH9-6a_LP-DIR-T	HH9-6		lt	117.5	39.4	1	5	-1	16.5	9.4	473	273	K		hargrave 2023-11-13 18:03:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	HH9
HH9-6a	HH9-6a_LP-DIR-T	HH9-6		lt	174.1	32.4	1	5	0	16.5	9.4	473	273	K		hargrave 2023-11-13 18:03:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	HH9
HH9-6a	HH9-6a_LP-DIR-T	HH9-6		lt	174.1	32.4	1	5	100	16.5	9.4	473	273	K		hargrave 2023-11-13 18:03:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	HH9
HH9-6a		HH9-6																	This study	LP-NOMAG				Grenville orogen	HH9
SJ1-1a		SJ1-1																	This study	LP-NOMAG				Grenville orogen	SJ1
SJ1-1a	SJ1-1a_LP-DIR-T	SJ1-1		mt	69.6	61.0	1	7	100	4.0	13.3	848	830	K		hargrave 2024-04-13 10:59:39	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ1
SJ1-1a	SJ1-1a_LP-DIR-T	SJ1-1		mt	69.6	61.0	1	7	0	4.0	13.3	848	830	K		hargrave 2024-04-13 10:59:39	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ1
SJ1-1a	SJ1-1a_LP-DIR-T	SJ1-1		mt	212.0	31.9	1	7	-1	4.0	13.3	848	830	K		hargrave 2024-04-13 10:59:39	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ1
SJ1-2a	SJ1-2a_LP-DIR-T	SJ1-2		mt	106.1	59.1	1	6	0	2.0	4.7	848	830	K		hargrave 2024-04-13 11:01:16	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ1
SJ1-2a		SJ1-2																	This study	LP-NOMAG				Grenville orogen	SJ1
SJ1-2a	SJ1-2a_LP-DIR-T	SJ1-2		mt	106.1	59.1	1	6	100	2.0	4.7	848	830	K		hargrave 2024-04-13 11:01:16	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ1
SJ1-2a	SJ1-2a_LP-DIR-T	SJ1-2		mt	225.3	44.0	1	6	-1	2.0	4.7	848	830	K		hargrave 2024-04-13 11:01:16	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ1
SJ1-3a	SJ1-3a_LP-DIR-T	SJ1-3		mt	227.7	33.0	1	8	-1	3.0	5.0	851	830	K		hargrave 2024-04-14 17:22:39	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ1
SJ1-3a	SJ1-3a_LP-DIR-T	SJ1-3		mt	75.9	50.3	1	8	0	3.0	5.0	851	830	K		hargrave 2024-04-14 17:22:39	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ1
SJ1-3a	SJ1-3a_LP-DIR-T	SJ1-3		mt	75.9	50.3	1	8	100	3.0	5.0	851	830	K		hargrave 2024-04-14 17:22:39	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ1
SJ1-3a		SJ1-3																	This study	LP-NOMAG				Grenville orogen	SJ1
SJ1-4a		SJ1-4																	This study	LP-NOMAG				Grenville orogen	SJ1
SJ1-4a	SJ1-4a_LP-DIR-T	SJ1-4		mt	72.5	47.2	1	8	100	2.0	8.1	848	828	K		hargrave 2024-04-13 11:04:16	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ1
SJ1-4a	SJ1-4a_LP-DIR-T	SJ1-4		mt	218.8	23.3	1	8	-1	2.0	8.1	848	828	K		hargrave 2024-04-13 11:04:16	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ1
SJ1-4a	SJ1-4a_LP-DIR-T	SJ1-4		mt	72.5	47.2	1	8	0	2.0	8.1	848	828	K		hargrave 2024-04-13 11:04:16	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ1
SJ1-5a		SJ1-5																	This study	LP-NOMAG				Grenville orogen	SJ1
SJ1-5a	SJ1-5a_LP-DIR-T	SJ1-5		mt	119.2	63.3	1	6	100	29.7	4.4	842	828	K		hargrave 2024-04-14 17:24:10	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ1
SJ1-5a	SJ1-5a_LP-DIR-T	SJ1-5		mt	119.2	63.3	1	6	0	29.7	4.4	842	828	K		hargrave 2024-04-14 17:24:10	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ1
SJ1-5a	SJ1-5a_LP-DIR-T	SJ1-5		mt	212.9	47.0	1	6	-1	29.7	4.4	842	828	K		hargrave 2024-04-14 17:24:10	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ1
SJ1-6a		SJ1-6																	This study	LP-NOMAG				Grenville orogen	SJ1
SJ10-1a		SJ10-1																	This study	LP-NOMAG				Grenville orogen	SJ10
SJ10-1a	SJ10-1a_LP-DIR-T	SJ10-1		mt	108.0	51.7	1	9	0	0.0	0.9	865	836	K		hargrave 2024-04-19 16:19:51	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ10
SJ10-1a	SJ10-1a_LP-DIR-T	SJ10-1		mt	150.1	32.2	1	9	-1	0.0	0.9	865	836	K		hargrave 2024-04-19 16:19:51	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ10
SJ10-1a	SJ10-1a_LP-DIR-T	SJ10-1		mt	108.0	51.7	1	9	100	0.0	0.9	865	836	K		hargrave 2024-04-19 16:19:51	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ10
SJ10-2a	SJ10-2a_LP-DIR-T	SJ10-2		mt	38.9	73.9	1	22	-1	0.0	1.2	865	793	K		hargrave 2024-04-19 16:21:24	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ10
SJ10-2a		SJ10-2																	This study	LP-NOMAG				Grenville orogen	SJ10
SJ10-2a	SJ10-2a_LP-DIR-T	SJ10-2		mt	92.5	52.2	1	22	0	0.0	1.2	865	793	K		hargrave 2024-04-19 16:21:24	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ10
SJ10-2a	SJ10-2a_LP-DIR-T	SJ10-2		mt	92.5	52.2	1	22	100	0.0	1.2	865	793	K		hargrave 2024-04-19 16:21:24	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ10
SJ10-3a		SJ10-3																	This study	LP-NOMAG				Grenville orogen	SJ10
SJ10-3a	SJ10-3a_LP-DIR-T	SJ10-3		mt	146.6	56.6	1	21	-1	0.0	1.9	861	793	K		hargrave 2024-04-18 18:31:22	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ10
SJ10-3a	SJ10-3a_LP-DIR-T	SJ10-3		mt	103.1	45.8	1	21	0	0.0	1.9	861	793	K		hargrave 2024-04-18 18:31:22	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ10
SJ10-3a	SJ10-3a_LP-DIR-T	SJ10-3		mt	103.1	45.8	1	21	100	0.0	1.9	861	793	K		hargrave 2024-04-18 18:31:22	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ10
SJ10-4a	SJ10-4a_LP-DIR-T	SJ10-4		mt	155.6	57.9	1	22	-1	0.0	1.5	865	793	K		hargrave 2024-04-19 16:22:56	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ10
SJ10-4a	SJ10-4a_LP-DIR-T	SJ10-4		mt	99.6	50.9	1	22	0	0.0	1.5	865	793	K		hargrave 2024-04-19 16:22:56	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ10
SJ10-4a	SJ10-4a_LP-DIR-T	SJ10-4		mt	99.6	50.9	1	22	100	0.0	1.5	865	793	K		hargrave 2024-04-19 16:22:56	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ10
SJ10-4a		SJ10-4																	This study	LP-NOMAG				Grenville orogen	SJ10
SJ10-5a	SJ10-5a_LP-DIR-T	SJ10-5		mt	157.5	67.5	1	21	-1	0.0	2.0	851	783	K		hargrave 2024-04-14 18:23:15	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ10
SJ10-5a	SJ10-5a_LP-DIR-T	SJ10-5		mt	86.6	53.1	1	21	0	0.0	2.0	851	783	K		hargrave 2024-04-14 18:23:15	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ10
SJ10-5a	SJ10-5a_LP-DIR-T	SJ10-5		mt	86.6	53.1	1	21	100	0.0	2.0	851	783	K		hargrave 2024-04-14 18:23:15	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ10
SJ10-5a		SJ10-5																	This study	LP-NOMAG				Grenville orogen	SJ10
SJ10-6a	SJ10-6a_LP-DIR-T	SJ10-6		mt	160.2	62.2	1	21	-1	0.0	2.0	851	783	K		hargrave 2024-04-14 18:24:56	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ10
SJ10-6a	SJ10-6a_LP-DIR-T	SJ10-6		mt	91.6	49.5	1	21	0	0.0	2.0	851	783	K		hargrave 2024-04-14 18:24:56	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ10
SJ10-6a		SJ10-6																	This study	LP-NOMAG				Grenville orogen	SJ10
SJ10-6a	SJ10-6a_LP-DIR-T	SJ10-6		mt	91.6	49.5	1	21	100	0.0	2.0	851	783	K		hargrave 2024-04-14 18:24:56	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ10
SJ11-1a		SJ11-1																	This study	LP-NOMAG				Grenville orogen	SJ11
SJ11-2a		SJ11-2																	This study	LP-NOMAG				Grenville orogen	SJ11
SJ11-3a		SJ11-3																	This study	LP-NOMAG				Grenville orogen	SJ11
SJ11-4a		SJ11-4																	This study	LP-NOMAG				Grenville orogen	SJ11
SJ11-4a	SJ11-4a_LP-DIR-T	SJ11-4		mt	163.4	23.0	1	19	-1	2.6	5.6	851	783	K		hargrave 2024-04-14 18:26:44	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ11
SJ11-4a	SJ11-4a_LP-DIR-T	SJ11-4		mt	46.1	74.0	1	19	100	2.6	5.6	851	783	K		hargrave 2024-04-14 18:26:44	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ11
SJ11-4a	SJ11-4a_LP-DIR-T	SJ11-4		mt	46.1	74.0	1	19	0	2.6	5.6	851	783	K		hargrave 2024-04-14 18:26:44	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ11
SJ13-1a	SJ13-1a_LP-DIR-T	SJ13-1		mt	99.6	42.4	1	19	100	0.0	3.4	851	793	K		hargrave 2024-04-14 18:28:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ13
SJ13-1a	SJ13-1a_LP-DIR-T	SJ13-1		mt	99.6	42.4	1	19	0	0.0	3.4	851	793	K		hargrave 2024-04-14 18:28:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ13
SJ13-1a	SJ13-1a_LP-DIR-T	SJ13-1		mt	158.9	-43.7	1	19	-1	0.0	3.4	851	793	K		hargrave 2024-04-14 18:28:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ13
SJ13-1a		SJ13-1																	This study	LP-NOMAG				Grenville orogen	SJ13
SJ13-2a		SJ13-2																	This study	LP-NOMAG				Grenville orogen	SJ13
SJ13-2a	SJ13-2a_LP-DIR-T	SJ13-2		mt	162.3	-43.4	1	18	-1	0.0	3.0	851	793	K		hargrave 2024-04-14 18:30:09	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ13
SJ13-2a	SJ13-2a_LP-DIR-T	SJ13-2		mt	100.4	43.8	1	18	0	0.0	3.0	851	793	K		hargrave 2024-04-14 18:30:09	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ13
SJ13-2a	SJ13-2a_LP-DIR-T	SJ13-2		mt	100.4	43.8	1	18	100	0.0	3.0	851	793	K		hargrave 2024-04-14 18:30:09	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ13
SJ13-3a		SJ13-3																	This study	LP-NOMAG				Grenville orogen	SJ13
SJ13-3a	SJ13-3a_LP-DIR-T	SJ13-3		mt	175.0	-47.2	1	18	-1	0.0	2.7	851	783	K		hargrave 2024-04-14 18:33:57	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ13
SJ13-3a	SJ13-3a_LP-DIR-T	SJ13-3		mt	110.8	39.6	1	18	0	0.0	2.7	851	783	K		hargrave 2024-04-14 18:33:57	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ13
SJ13-3a	SJ13-3a_LP-DIR-T	SJ13-3		mt	110.8	39.6	1	18	100	0.0	2.7	851	783	K		hargrave 2024-04-14 18:33:57	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ13
SJ14-1a		SJ14-1																	This study	LP-NOMAG				Grenville orogen	SJ14
SJ14-1a	SJ14-1a_LP-DIR-T	SJ14-1		mt	160.2	-36.4	2	22	-1	0.0	8.8	851	778	K		hargrave 2024-04-14 18:36:20	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ14
