tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
SJ6-4a	SJ6-4a_LP-DIR-T	SJ6-4		pdf	199.6	49.4	2	4	-1	76.0	9.1	423	273	K		hargrave 2024-04-18 17:58:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ6
SJ6-4a	SJ6-4a_LP-DIR-T	SJ6-4		mt	312.2	-17.7	2	25	-1	0.0	6.3	861	773	K		hargrave 2024-04-18 17:58:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ6
SJ6-4a		SJ6-4																	This study	LP-NOMAG				Grenville orogen	SJ6
SJ6-4a	SJ6-4a_LP-DIR-T	SJ6-4		pdf	327.0	64.7	2	4	100	76.0	9.1	423	273	K		hargrave 2024-04-18 17:58:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ6
SJ6-5a		SJ6-5																	This study	LP-NOMAG				Grenville orogen	SJ6
SJ6-5a	SJ6-5a_LP-DIR-T	SJ6-5		mt	262.2	-53.0	1	23	100	0.0	3.5	851	773	K		hargrave 2024-04-14 17:48:25	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ6
SJ6-5a	SJ6-5a_LP-DIR-T	SJ6-5		mt	314.1	-54.2	1	23	-1	0.0	3.5	851	773	K		hargrave 2024-04-14 17:48:25	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ6
SJ6-5a	SJ6-5a_LP-DIR-T	SJ6-5		mt	262.2	-53.0	1	23	0	0.0	3.5	851	773	K		hargrave 2024-04-14 17:48:25	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ6
SJ6-6a	SJ6-6a_LP-DIR-T	SJ6-6		mt	324.7	-11.7	2	26	-1	0.0	14.0	848	733	K		hargrave 2024-04-13 11:45:07	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ6
SJ6-6a	SJ6-6a_LP-DIR-T	SJ6-6		pdf	211.3	26.4	2	3	-1	117.7	12.9	423	77	K		hargrave 2024-04-13 11:45:07	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ6
SJ6-6a	SJ6-6a_LP-DIR-T	SJ6-6		mt	269.9	-55.6	2	26	0	0.0	14.0	848	733	K		hargrave 2024-04-13 11:45:07	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ6
SJ6-6a	SJ6-6a_LP-DIR-T	SJ6-6		pdf	298.2	58.2	2	3	0	117.7	12.9	423	77	K		hargrave 2024-04-13 11:45:07	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ6
SJ6-6a	SJ6-6a_LP-DIR-T	SJ6-6		mt	269.9	-55.6	2	26	100	0.0	14.0	848	733	K		hargrave 2024-04-13 11:45:07	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ6
SJ6-6a	SJ6-6a_LP-DIR-T	SJ6-6		pdf	298.2	58.2	2	3	100	117.7	12.9	423	77	K		hargrave 2024-04-13 11:45:07	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ6
SJ6-6a		SJ6-6																	This study	LP-NOMAG				Grenville orogen	SJ6
SJ7-1a	SJ7-1a_LP-DIR-T	SJ7-1		mt	115.5	18.3	1	8	0	0.0	6.5	865	839	K		hargrave 2024-04-19 16:04:34	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ7
SJ7-1a	SJ7-1a_LP-DIR-T	SJ7-1		mt	115.5	18.3	1	8	100	0.0	6.5	865	839	K		hargrave 2024-04-19 16:04:34	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ7
SJ7-1a		SJ7-1																	This study	LP-NOMAG				Grenville orogen	SJ7
SJ7-1a	SJ7-1a_LP-DIR-T	SJ7-1		mt	111.7	-2.0	1	8	-1	0.0	6.5	865	839	K		hargrave 2024-04-19 16:04:34	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ7
SJ7-2a	SJ7-2a_LP-DIR-T	SJ7-2		mt	134.2	24.7	1	21	-1	0.0	4.2	861	793	K		hargrave 2024-04-18 18:01:23	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ7
SJ7-2a	SJ7-2a_LP-DIR-T	SJ7-2		mt	128.8	47.0	1	21	100	0.0	4.2	861	793	K		hargrave 2024-04-18 18:01:23	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ7
SJ7-2a		SJ7-2																	This study	LP-NOMAG				Grenville orogen	SJ7
SJ7-2a	SJ7-2a_LP-DIR-T	SJ7-2		mt	128.8	47.0	1	21	0	0.0	4.2	861	793	K		hargrave 2024-04-18 18:01:23	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ7
SJ7-3a	SJ7-3a_LP-DIR-T	SJ7-3		mt	124.9	29.4	1	26	-1	0.0	3.1	865	773	K		hargrave 2024-04-19 16:06:02	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ7
SJ7-3a	SJ7-3a_LP-DIR-T	SJ7-3		mt	97.9	44.2	1	26	0	0.0	3.1	865	773	K		hargrave 2024-04-19 16:06:02	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ7
SJ7-3a	SJ7-3a_LP-DIR-T	SJ7-3		mt	97.9	44.2	1	26	100	0.0	3.1	865	773	K		hargrave 2024-04-19 16:06:02	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ7
SJ7-3a		SJ7-3																	This study	LP-NOMAG				Grenville orogen	SJ7
SJ7-4a		SJ7-4																	This study	LP-NOMAG				Grenville orogen	SJ7
SJ7-4a	SJ7-4a_LP-DIR-T	SJ7-4		mt	114.1	32.2	1	9	0	0.0	3.7	851	828	K		hargrave 2024-04-14 17:54:30	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ7
SJ7-4a	SJ7-4a_LP-DIR-T	SJ7-4		mt	123.2	14.6	1	9	-1	0.0	3.7	851	828	K		hargrave 2024-04-14 17:54:30	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ7
SJ7-4a	SJ7-4a_LP-DIR-T	SJ7-4		mt	114.1	32.2	1	9	100	0.0	3.7	851	828	K		hargrave 2024-04-14 17:54:30	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ7
SJ7-5a		SJ7-5																	This study	LP-NOMAG				Grenville orogen	SJ7
SJ7-5a	SJ7-5a_LP-DIR-T	SJ7-5		mt	136.3	15.2	1	9	-1	0.0	7.8	865	836	K		hargrave 2024-04-19 16:10:22	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ7
SJ7-5a	SJ7-5a_LP-DIR-T	SJ7-5		mt	123.8	45.0	1	9	0	0.0	7.8	865	836	K		hargrave 2024-04-19 16:10:22	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ7
SJ7-5a	SJ7-5a_LP-DIR-T	SJ7-5		mt	123.8	45.0	1	9	100	0.0	7.8	865	836	K		hargrave 2024-04-19 16:10:22	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ7
SJ8-1a		SJ8-1																	This study	LP-NOMAG				Grenville orogen	SJ8
SJ8-2a	SJ8-2a_LP-DIR-T	SJ8-2		mt	127.9	-5.4	1	6	-1	0.0	7.5	861	842	K		hargrave 2024-04-18 18:08:59	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ8
SJ8-2a	SJ8-2a_LP-DIR-T	SJ8-2		mt	122.7	24.6	1	6	0	0.0	7.5	861	842	K		hargrave 2024-04-18 18:08:59	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ8
SJ8-2a	SJ8-2a_LP-DIR-T	SJ8-2		mt	122.7	24.6	1	6	100	0.0	7.5	861	842	K		hargrave 2024-04-18 18:08:59	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ8
SJ8-2a		SJ8-2																	This study	LP-NOMAG				Grenville orogen	SJ8
SJ8-3a	SJ8-3a_LP-DIR-T	SJ8-3		mt	155.9	-53.9	1	7	-1	0.0	1.8	861	842	K		hargrave 2024-04-18 18:11:24	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ8
SJ8-3a	SJ8-3a_LP-DIR-T	SJ8-3		mt	157.2	10.3	1	7	0	0.0	1.8	861	842	K		hargrave 2024-04-18 18:11:24	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ8
SJ8-3a	SJ8-3a_LP-DIR-T	SJ8-3		mt	157.2	10.3	1	7	100	0.0	1.8	861	842	K		hargrave 2024-04-18 18:11:24	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ8
SJ8-3a		SJ8-3																	This study	LP-NOMAG				Grenville orogen	SJ8
SJ8-4a	SJ8-4a_LP-DIR-T	SJ8-4		mt	120.8	32.5	1	7	100	0.0	3.5	865	842	K		hargrave 2024-04-19 16:11:56	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ8
SJ8-4a		SJ8-4																	This study	LP-NOMAG				Grenville orogen	SJ8
SJ8-4a	SJ8-4a_LP-DIR-T	SJ8-4		mt	136.0	-8.2	1	7	-1	0.0	3.5	865	842	K		hargrave 2024-04-19 16:11:56	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ8
SJ8-4a	SJ8-4a_LP-DIR-T	SJ8-4		mt	120.8	32.5	1	7	0	0.0	3.5	865	842	K		hargrave 2024-04-19 16:11:56	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ8
SJ9-1a		SJ9-1																	This study	LP-NOMAG				Grenville orogen	SJ9
SJ9-1a	SJ9-1a_LP-DIR-T	SJ9-1		mt	94.2	43.2	1	18	100	0.0	3.9	865	812	K		hargrave 2024-04-19 16:13:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ9
SJ9-1a	SJ9-1a_LP-DIR-T	SJ9-1		mt	94.2	43.2	1	18	0	0.0	3.9	865	812	K		hargrave 2024-04-19 16:13:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ9
SJ9-1a	SJ9-1a_LP-DIR-T	SJ9-1		mt	151.6	-7.1	1	18	-1	0.0	3.9	865	812	K		hargrave 2024-04-19 16:13:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ9
SJ9-2a	SJ9-2a_LP-DIR-T	SJ9-2		mt	129.8	21.6	1	19	-1	0.0	4.4	861	801	K		hargrave 2024-04-18 18:16:44	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ9
SJ9-2a	SJ9-2a_LP-DIR-T	SJ9-2		mt	102.7	44.2	1	19	0	0.0	4.4	861	801	K		hargrave 2024-04-18 18:16:44	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ9
SJ9-2a	SJ9-2a_LP-DIR-T	SJ9-2		mt	102.7	44.2	1	19	100	0.0	4.4	861	801	K		hargrave 2024-04-18 18:16:44	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ9
SJ9-2a		SJ9-2																	This study	LP-NOMAG				Grenville orogen	SJ9
SJ9-3a	SJ9-3a_LP-DIR-T	SJ9-3		mt	135.0	0.2	1	17	-1	0.0	4.4	865	817	K		hargrave 2024-04-19 16:15:21	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ9
SJ9-3a		SJ9-3																	This study	LP-NOMAG				Grenville orogen	SJ9
SJ9-3a	SJ9-3a_LP-DIR-T	SJ9-3		mt	79.3	39.6	1	17	0	0.0	4.4	865	817	K		hargrave 2024-04-19 16:15:21	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ9
SJ9-3a	SJ9-3a_LP-DIR-T	SJ9-3		mt	79.3	39.6	1	17	100	0.0	4.4	865	817	K		hargrave 2024-04-19 16:15:21	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ9
SJ9-4a	SJ9-4a_LP-DIR-T	SJ9-4		mt	112.0	28.5	1	22	0	0.0	4.5	865	793	K		hargrave 2024-04-19 16:16:54	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ9
SJ9-4a	SJ9-4a_LP-DIR-T	SJ9-4		mt	140.3	-28.0	1	22	-1	0.0	4.5	865	793	K		hargrave 2024-04-19 16:16:54	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ9
SJ9-4a	SJ9-4a_LP-DIR-T	SJ9-4		mt	112.0	28.5	1	22	100	0.0	4.5	865	793	K		hargrave 2024-04-19 16:16:54	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ9
SJ9-4a		SJ9-4																	This study	LP-NOMAG				Grenville orogen	SJ9
SJ9-5a		SJ9-5																	This study	LP-NOMAG				Grenville orogen	SJ9
SJ9-5a	SJ9-5a_LP-DIR-T	SJ9-5		mt	197.2	10.2	1	21	-1	0.0	3.2	861	793	K		hargrave 2024-04-18 18:21:24	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ9
SJ9-5a	SJ9-5a_LP-DIR-T	SJ9-5		mt	99.3	40.4	1	21	0	0.0	3.2	861	793	K		hargrave 2024-04-18 18:21:24	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ9
SJ9-5a	SJ9-5a_LP-DIR-T	SJ9-5		mt	99.3	40.4	1	21	100	0.0	3.2	861	793	K		hargrave 2024-04-18 18:21:24	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ9
SJ9-6a	SJ9-6a_LP-DIR-T	SJ9-6		mt	90.8	30.4	1	22	0	0.0	3.9	865	793	K		hargrave 2024-04-19 16:18:22	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ9
SJ9-6a		SJ9-6																	This study	LP-NOMAG				Grenville orogen	SJ9
SJ9-6a	SJ9-6a_LP-DIR-T	SJ9-6		mt	178.2	-14.5	1	22	-1	0.0	3.9	865	793	K		hargrave 2024-04-19 16:18:22	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ9
SJ9-6a	SJ9-6a_LP-DIR-T	SJ9-6		mt	90.8	30.4	1	22	100	0.0	3.9	865	793	K		hargrave 2024-04-19 16:18:22	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ9
TH1-1a	TH1-1a_LP-DIR-T	TH1-1		mmt	87.6	32.9	2	4	100	14.7	2.8	821	815	K		hargrave 2024-04-19 15:51:37	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH1
TH1-1a	TH1-1a_LP-DIR-T	TH1-1		mt	22.1	33.6	2	10	100	24.8	7.6	865	831	K		hargrave 2024-04-19 15:51:37	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH1
TH1-1a	TH1-1a_LP-DIR-T	TH1-1		mmt	87.6	32.9	2	4	0	14.7	2.8	821	815	K		hargrave 2024-04-19 15:51:37	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH1
TH1-1a	TH1-1a_LP-DIR-T	TH1-1		mmt	152.3	71.8	2	4	-1	14.7	2.8	821	815	K		hargrave 2024-04-19 15:51:37	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH1
TH1-1a	TH1-1a_LP-DIR-T	TH1-1		mt	22.1	33.6	2	10	0	24.8	7.6	865	831	K		hargrave 2024-04-19 15:51:37	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH1
TH1-1a		TH1-1																	This study	LP-NOMAG				Grenville orogen	TH1
TH1-1a	TH1-1a_LP-DIR-T	TH1-1		mt	240.3	37.8	2	10	-1	24.8	7.6	865	831	K		hargrave 2024-04-19 15:51:37	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH1
TH1-2a	TH1-2a_LP-DIR-T	TH1-2		mmt	87.2	38.0	2	6	0	10.9	2.9	815	800	K		hargrave 2024-04-19 15:53:09	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH1
TH1-2a		TH1-2																	This study	LP-NOMAG				Grenville orogen	TH1
TH1-2a	TH1-2a_LP-DIR-T	TH1-2		mt	252.9	40.9	2	13	-1	29.8	16.9	865	824	K		hargrave 2024-04-19 15:53:09	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH1
TH1-2a	TH1-2a_LP-DIR-T	TH1-2		mmt	117.1	66.7	2	6	-1	10.9	2.9	815	800	K		hargrave 2024-04-19 15:53:09	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH1
TH1-2a	TH1-2a_LP-DIR-T	TH1-2		mt	2.8	31.3	2	13	0	29.8	16.9	865	824	K		hargrave 2024-04-19 15:53:09	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH1
TH1-2a	TH1-2a_LP-DIR-T	TH1-2		mmt	87.2	38.0	2	6	100	10.9	2.9	815	800	K		hargrave 2024-04-19 15:53:09	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH1
TH1-2a	TH1-2a_LP-DIR-T	TH1-2		mt	2.8	31.3	2	13	100	29.8	16.9	865	824	K		hargrave 2024-04-19 15:53:09	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH1
TH1-3a	TH1-3a_LP-DIR-T	TH1-3		lt	0.4	68.4	2	4	100	35.0	2.4	423	273	K		hargrave 2024-04-13 20:09:58	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH1
TH1-3a	TH1-3a_LP-DIR-T	TH1-3		mmt	91.1	63.5	2	13	100	3.0	7.0	844	813	K		hargrave 2024-04-13 20:09:58	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH1
TH1-3a	TH1-3a_LP-DIR-T	TH1-3		lt	0.4	68.4	2	4	0	35.0	2.4	423	273	K		hargrave 2024-04-13 20:09:58	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH1
TH1-3a	TH1-3a_LP-DIR-T	TH1-3		mmt	91.1	63.5	2	13	0	3.0	7.0	844	813	K		hargrave 2024-04-13 20:09:58	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH1
TH1-3a	TH1-3a_LP-DIR-T	TH1-3		lt	199.3	19.8	2	4	-1	35.0	2.4	423	273	K		hargrave 2024-04-13 20:09:58	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH1
TH1-3a	TH1-3a_LP-DIR-T	TH1-3		mmt	203.5	53.6	2	13	-1	3.0	7.0	844	813	K		hargrave 2024-04-13 20:09:58	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH1
TH1-3a		TH1-3																	This study	LP-NOMAG				Grenville orogen	TH1
TH1-4a	TH1-4a_LP-DIR-T	TH1-4		mmt	107.7	49.8	1	15	0	8.6	27.1	853	813	K		hargrave 2024-04-13 20:11:26	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH1
TH1-4a	TH1-4a_LP-DIR-T	TH1-4		mmt	107.7	49.8	1	15	100	8.6	27.1	853	813	K		hargrave 2024-04-13 20:11:26	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH1
TH1-4a		TH1-4																	This study	LP-NOMAG				Grenville orogen	TH1
TH1-4a	TH1-4a_LP-DIR-T	TH1-4		mmt	211.0	70.6	1	15	-1	8.6	27.1	853	813	K		hargrave 2024-04-13 20:11:26	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH1
TH1-5a		TH1-5																	This study	LP-NOMAG				Grenville orogen	TH1
TH1-5a	TH1-5a_LP-DIR-T	TH1-5		py	91.0	46.3	1	4	0	1.7	6.1	623	593	K		hargrave 2023-12-28 12:33:13	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH1
TH1-5a	TH1-5a_LP-DIR-T	TH1-5		py	91.0	46.3	1	4	100	1.7	6.1	623	593	K		hargrave 2023-12-28 12:33:13	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH1
TH1-5a	TH1-5a_LP-DIR-T	TH1-5		py	130.4	26.8	1	4	-1	1.7	6.1	623	593	K		hargrave 2023-12-28 12:33:13	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH1
TH1-6a	TH1-6a_LP-DIR-T	TH1-6		py	114.7	55.2	1	6	0	12.4	15.2	623	573	K		hargrave 2023-12-28 12:35:52	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH1
TH1-6a	TH1-6a_LP-DIR-T	TH1-6		py	114.7	55.2	1	6	100	12.4	15.2	623	573	K		hargrave 2023-12-28 12:35:52	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH1
TH1-6a		TH1-6																	This study	LP-NOMAG				Grenville orogen	TH1
TH1-6a	TH1-6a_LP-DIR-T	TH1-6		py	147.3	10.1	1	6	-1	12.4	15.2	623	573	K		hargrave 2023-12-28 12:35:52	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH1
TH2-1a		TH2-1																	This study	LP-NOMAG				Grenville orogen	TH2
TH2-1a	TH2-1a_LP-DIR-T	TH2-1		lt	316.4	79.1	2	3	100	26.0	1.1	373	273	K		hargrave 2023-12-28 12:37:17	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH2
TH2-1a	TH2-1a_LP-DIR-T	TH2-1		lt	316.4	79.1	2	3	0	26.0	1.1	373	273	K		hargrave 2023-12-28 12:37:17	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH2
TH2-1a	TH2-1a_LP-DIR-T	TH2-1		py	88.2	63.2	2	4	0	9.5	10.7	613	583	K		hargrave 2023-12-28 12:37:17	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH2
TH2-1a	TH2-1a_LP-DIR-T	TH2-1		py	215.1	38.4	2	4	-1	9.5	10.7	613	583	K		hargrave 2023-12-28 12:37:17	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH2
TH2-1a	TH2-1a_LP-DIR-T	TH2-1		lt	170.7	36.7	2	3	-1	26.0	1.1	373	273	K		hargrave 2023-12-28 12:37:17	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH2
TH2-1a	TH2-1a_LP-DIR-T	TH2-1		py	88.2	63.2	2	4	100	9.5	10.7	613	583	K		hargrave 2023-12-28 12:37:17	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH2
TH2-2a		TH2-2																	This study	LP-NOMAG				Grenville orogen	TH2
TH2-2a	TH2-2a_LP-DIR-T	TH2-2		lt	337.5	76.5	2	4	100	27.9	6.9	423	273	K		hargrave 2023-12-28 12:38:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH2
